dataset,publication,publishedDate,source,affiliation,subjects,openAlexTopics,openAlexSubfields,openAlexFields,openAlexDomains
GSE62564,https://doi.org/10.1038/s41419-022-04601-6,2022-02-15T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Epigenetics and DNA Methylation; Chromatin Remodeling and Cancer; Neuroblastoma Research and Treatments,Molecular Biology; Neurology,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
GSE64595,https://doi.org/10.3389/fgene.2022.960954,2022-07-19T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,Ferroptosis and cancer prognosis; MicroRNA in disease regulation; RNA modifications and cancer,Pulmonary and Respiratory Medicine; Cancer Research; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.3886/icpsr04652.v6,https://doi.org/10.1093/ntr/ntv250,2016-03-14T00:00:00Z,datacite,University of Michigan,NA,"Smoking Behavior and Cessation; Obesity, Physical Activity, Diet; Cardiovascular Health and Risk Factors","Physiology; Public Health, Environmental and Occupational Health; Cardiology and Cardiovascular Medicine",Medicine,Health Sciences
GSE7803,https://doi.org/10.2147/CMAR.S171661,2018-09-01T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Cancer Mechanisms and Therapy; Endometrial and Cervical Cancer Treatments; Histone Deacetylase Inhibitors Research,Pathology and Forensic Medicine; Obstetrics and Gynecology; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSM1328613,https://doi.org/10.2217/epi-2017-0029,2017-12-01T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,Epigenetics and DNA Methylation; Genetics and Neurodevelopmental Disorders; DNA Repair Mechanisms,Molecular Biology; Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE22216,https://doi.org/10.1002/cam4.442,2015-03-18T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,Molecular Biology Techniques and Applications; Cancer-related molecular mechanisms research; Cancer Genomics and Diagnostics,Molecular Biology; Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5281/zenodo.8147574,https://doi.org/10.3847/1538-4365/acea61,2023-09-22T00:00:00Z,datacite,University of Michigan,NA,"Stellar, planetary, and galactic studies; CCD and CMOS Imaging Sensors; Gamma-ray bursts and supernovae",Astronomy and Astrophysics; Electrical and Electronic Engineering,Physics and Astronomy; Engineering,Physical Sciences
GSE134536,https://doi.org/10.3389/fimmu.2019.01844,2019-08-08T00:00:00Z,czi,University of Oxford,biological sciences; basic medicine,HIV Research and Treatment; Immune Cell Function and Interaction; T-cell and B-cell Immunology,Virology; Immunology,Immunology and Microbiology,Life Sciences
GSE7803,https://doi.org/10.3390/cancers13092217,2021-05-06T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Protease and Inhibitor Mechanisms; Cell Adhesion Molecules Research; Peptidase Inhibition and Analysis,Cancer Research; Immunology and Allergy; Oncology,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
https://doi.org/10.5281/zenodo.160344,https://doi.org/10.12688/wellcomeopenres.9892.2,2017-04-24T00:00:00Z,eupmc,University of Oxford,NA,Circadian rhythm and melatonin; Sleep and Wakefulness Research; Sleep and related disorders,Endocrine and Autonomic Systems; Cognitive Neuroscience; Experimental and Cognitive Psychology,Neuroscience; Psychology,Life Sciences; Social Sciences
https://doi.org/10.6084/m9.figshare.21382954,https://doi.org/10.1186/s12891-022-05888-4,2022-10-22T00:00:00Z,datacite,Fudan University,NA,Hip and Femur Fractures; Orthopaedic implants and arthroplasty; Bone fractures and treatments,Surgery; Epidemiology,Medicine,Health Sciences
https://doi.org/10.6084/m9.figshare.15133927,https://doi.org/10.1080/14756366.2021.1963240,2021-08-08T00:00:00Z,datacite,University of Oxford,NA,Cancer-related molecular mechanisms research; Cytokine Signaling Pathways and Interactions; MicroRNA in disease regulation,Cancer Research; Oncology,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
GSE3325,https://doi.org/10.1038/s41420-022-01181-4,2022-09-20T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Prostate Cancer Treatment and Research; Cancer-related molecular mechanisms research; Epigenetics and DNA Methylation,Pulmonary and Respiratory Medicine; Cancer Research; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.5287/bodleiandury.3,https://doi.org/10.1093/molbev/msv004,2015-01-08T00:00:00Z,eupmc,University of Oxford,NA,MicroRNA in disease regulation; Lepidoptera: Biology and Taxonomy; Fish Biology and Ecology Studies,Cancer Research; Genetics; Aquatic Science,"Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Life Sciences
GSE167318,https://doi.org/10.7554/eLife.67268,2021-07-14T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,Genomics and Chromatin Dynamics; DNA Repair Mechanisms; Chromosomal and Genetic Variations,Molecular Biology; Plant Science,"Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Life Sciences
https://doi.org/10.22033/esgf/cmip6.5016,https://doi.org/10.1007/s00382-023-06706-w,2023-02-22T00:00:00Z,datacite,University of Oxford,NA,Atmospheric chemistry and aerosols; Atmospheric aerosols and clouds; Atmospheric and Environmental Gas Dynamics,Atmospheric Science; Global and Planetary Change,Earth and Planetary Sciences; Environmental Science,Physical Sciences
https://doi.org/10.5061/dryad.s355k,https://doi.org/10.1186/s12862-015-0362-9,2015-06-11T00:00:00Z,eupmc,University of Oxford,NA,"Ichthyology and Marine Biology; Fish biology, ecology, and behavior; Paleontology and Evolutionary Biology",Nature and Landscape Conservation; Paleontology,Environmental Science; Earth and Planetary Sciences,Physical Sciences
GSE172207,https://doi.org/10.7554/eLife.69065,2021-05-21T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Regulation of Appetite and Obesity; Neuroendocrine regulation and behavior; Biochemical Analysis and Sensing Techniques,Endocrine and Autonomic Systems; Social Psychology; Nutrition and Dietetics,Neuroscience; Psychology; Nursing,Life Sciences; Social Sciences; Health Sciences
https://doi.org/10.6084/m9.figshare.15049132.v1,https://doi.org/10.1080/21655979.2021.1955511,2021-07-24T00:00:00Z,datacite,Fudan University,NA,Cancer-related molecular mechanisms research; RNA modifications and cancer; MicroRNA in disease regulation,Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.15049132.v1,https://doi.org/10.1080/21655979.2021.1955511,2021-07-24T00:00:00Z,datacite,University of Michigan,NA,Cancer-related molecular mechanisms research; RNA modifications and cancer; MicroRNA in disease regulation,Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.3886/icpsr04652.v6,https://doi.org/10.1093/geront/gnv687,2016-02-12T00:00:00Z,datacite,University of Michigan,NA,"Health disparities and outcomes; Migration, Aging, and Tourism Studies; Aging and Gerontology Research",Health; Demography; Neuropsychology and Physiological Psychology,Social Sciences; Psychology,Social Sciences
https://doi.org/10.5061/dryad.6t1g1jx4f,https://doi.org/10.1038/s41597-023-02599-w,2023-10-13T00:00:00Z,eupmc,University of Oxford,NA,Geochemistry and Geologic Mapping,Artificial Intelligence,Computer Science,Physical Sciences
GSE221366,https://doi.org/10.1172/jci.insight.156049,2023-02-08T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,HIV Research and Treatment; Immune Cell Function and Interaction; HIV/AIDS Research and Interventions,Virology; Immunology; Infectious Diseases,Immunology and Microbiology; Medicine,Life Sciences; Health Sciences
GSE25346,https://doi.org/10.1530/ERC-14-0454,2015-04-01T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Prostate Cancer Treatment and Research; Epigenetics and DNA Methylation; Prostate Cancer Diagnosis and Treatment,Pulmonary and Respiratory Medicine; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.5061/dryad.6wwpzgn2s,https://doi.org/10.7554/elife.84394,2024-01-15T00:00:00Z,eupmc,University of Oxford,NA,Tuberculosis Research and Epidemiology; Mycobacterium research and diagnosis; Genomics and Rare Diseases,Infectious Diseases; Epidemiology; Genetics,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE23785,https://doi.org/10.1371/journal.pone.0087212,2014-01-30T00:00:00Z,czi,University of Oxford,biological sciences; basic medicine,Cancer Genomics and Diagnostics; Genomic variations and chromosomal abnormalities; Genomics and Phylogenetic Studies,Cancer Research; Genetics; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE35988,https://doi.org/10.1038/s41419-020-2671-1,2020-06-16T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Kruppel-like factors research; Genetic Syndromes and Imprinting; Epigenetics and DNA Methylation,Molecular Biology; Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.3886/icpsr31142,https://doi.org/10.1016/j.healthplace.2013.02.002,2013-05-01T00:00:00Z,datacite,University of Michigan,NA,"Health disparities and outcomes; Urban, Neighborhood, and Segregation Studies; Homelessness and Social Issues",Health; Sociology and Political Science; General Health Professions,Social Sciences; Health Professions,Social Sciences; Health Sciences
https://doi.org/10.3886/icpsr31142,https://doi.org/10.1016/j.healthplace.2013.02.002,2013-05-01T00:00:00Z,datacite,University of Michigan,NA,"Health disparities and outcomes; Urban, Neighborhood, and Segregation Studies; Homelessness and Social Issues",Health; Sociology and Political Science; General Health Professions,Social Sciences; Health Professions,Social Sciences; Health Sciences
https://doi.org/10.3886/icpsr31142,https://doi.org/10.1016/j.healthplace.2013.02.002,2013-05-01T00:00:00Z,datacite,University of Michigan,NA,"Health disparities and outcomes; Urban, Neighborhood, and Segregation Studies; Homelessness and Social Issues",Health; Sociology and Political Science; General Health Professions,Social Sciences; Health Professions,Social Sciences; Health Sciences
https://doi.org/10.5281/zenodo.4725456,https://doi.org/10.1016/j.dib.2022.108021,2022-06-01T00:00:00Z,eupmc,University of Oxford,NA,Integrated Energy Systems Optimization; Hybrid Renewable Energy Systems; Energy and Environment Impacts,Electrical and Electronic Engineering; Energy Engineering and Power Technology; Pollution,Engineering; Energy; Environmental Science,Physical Sciences
https://doi.org/10.3886/icpsr13740,https://doi.org/10.1007/s10612-017-9380-9,2017-10-28T00:00:00Z,datacite,University of Michigan,NA,Racial and Ethnic Identity Research; Social and Intergroup Psychology; Crime Patterns and Interventions,Sociology and Political Science,Social Sciences,Social Sciences
https://doi.org/10.3886/icpsr04652.v6,https://doi.org/10.1007/s10902-015-9683-z,2015-10-23T00:00:00Z,datacite,University of Michigan,NA,Psychological Well-being and Life Satisfaction; Mental Health Research Topics; Health disparities and outcomes,Social Psychology; Experimental and Cognitive Psychology; Health,Psychology; Social Sciences,Social Sciences
GSE133684,https://doi.org/10.3389/fmolb.2021.659168,2021-03-23T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,Caveolin-1 and cellular processes; Cancer Cells and Metastasis; Ferroptosis and cancer prognosis,Cell Biology; Oncology; Pulmonary and Respiratory Medicine,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
GSE35988,https://doi.org/10.3389/fonc.2019.00661,2019-07-23T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,"Prostate Cancer Treatment and Research; PARP inhibition in cancer therapy; Cancer, Lipids, and Metabolism",Pulmonary and Respiratory Medicine; Oncology; Cancer Research,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE11850,https://doi.org/10.1186/1471-2164-15-1053,2014-12-03T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Adipose Tissue and Metabolism; Toxic Organic Pollutants Impact; Effects and risks of endocrine disrupting chemicals,"Physiology; Health, Toxicology and Mutagenesis",Medicine; Environmental Science,Health Sciences; Physical Sciences
https://doi.org/10.14281/18241.1,https://doi.org/10.1111/bjso.12597,2022-11-10T00:00:00Z,eupmc,University of Michigan,sociology; political science,Misinformation and Its Impacts; Social Media and Politics; Media Influence and Politics,Sociology and Political Science; Communication,Social Sciences,Social Sciences
https://doi.org/10.5061/dryad.cvdncjt50,https://doi.org/10.1093/jhered/esab050,2021-10-01T00:00:00Z,datacite,University of Michigan,NA,Marine animal studies overview; Identification and Quantification in Food; Cephalopods and Marine Biology,"Ecology; Molecular Biology; Ecology, Evolution, Behavior and Systematics","Environmental Science; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Physical Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.20388410.v1,https://doi.org/10.1186/s40246-022-00400-4,2022-07-27T00:00:00Z,datacite,Fudan University,NA,Prenatal Screening and Diagnostics; Parvovirus B19 Infection Studies; Renal and related cancers,"Pediatrics, Perinatology and Child Health; Infectious Diseases; Molecular Biology","Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.19802305,https://doi.org/10.1186/s12967-022-03431-6,2022-05-19T00:00:00Z,datacite,Fudan University,NA,Ferroptosis and cancer prognosis; Cancer Immunotherapy and Biomarkers; Caveolin-1 and cellular processes,Pulmonary and Respiratory Medicine; Oncology; Cell Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.3886/icpsr13581,https://doi.org/10.1177/2378023121992941,2021-01-01T00:00:00Z,datacite,University of Michigan,NA,"Homelessness and Social Issues; Urban, Neighborhood, and Segregation Studies; Family Dynamics and Relationships",General Health Professions; Sociology and Political Science; Demography,Health Professions; Social Sciences,Health Sciences; Social Sciences
https://doi.org/10.6084/m9.figshare.14394174.v1,https://doi.org/10.1080/22221751.2021.1910078,2021-04-09T00:00:00Z,datacite,Fudan University,NA,Influenza Virus Research Studies; Respiratory viral infections research; Virology and Viral Diseases,Epidemiology,Medicine,Health Sciences
